,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,dayofweek,is_holiday
15981,5,2014-03-19,M,M,M,M,23,M,M,M,0550,1755,MO,M,M,M,30.24, 8.1,10,M,Wed,holiday
15982,6,2014-03-19,70,43,57,-3,38,49,8, 0,0636,1841,HZ,0.0,0.00,29.59,30.08,10.0,01,11.5,Wed,holiday
15983,7,2014-03-19,M,M,M,M,M,M,M,M,-,-,MO,0.0,0.00,28.80,M, 9.6,34,10.9,Wed,holiday
15984,8,2014-03-19,70,54,62,M,45,53,3, 0,-,-,"BR,HZ",M,0.00,29.71,M, 5.5,36,7.0,Wed,holiday
15985,9,2014-03-19,36,26,31,M,23,29,34, 0,-,-,"SN,BR",M,0.01,29.16,29.91,11.0,31,11.7,Wed,holiday
15986,10,2014-03-19,63,55,59,M,52,55,6, 0,0632,1837,BR,M,0.00,30.08,30.10, 4.9,06,5.7,Wed,holiday
15987,11,2014-03-19,61,48,55,-7,51,53,10, 0,0632,1837,AN,0.0,  T,30.07,30.11, 2.6,03,3.3,Wed,holiday
15988,12,2014-03-19,62,49,56,M,51,53,9, 0,-,-,AN,0.0,  T,30.06,30.11, 3.3,03,3.7,Wed,holiday
15989,13,2014-03-19,55,19,37,M,8,27,28, 0,-,-,MO,M,0.00,24.23,30.10, 2.1,19,7.1,Wed,holiday
15990,14,2014-03-19,61,37,49,-3,27,39,16, 0,0636,1840,MO,0.0,0.00,28.78,30.13,12.2,34,13.2,Wed,holiday
15991,15,2014-03-19,39,13,26,-8,21,26,39, 0,0552,1757,AN,2.0,0.22,29.89,30.25, 4.2,11,4.7,Wed,holiday
15992,16,2014-03-19,41,17,29,M,24,29,36, 0,-,-,"RA,BR",M,  T,30.16,30.24, 6.6,12,8.6,Wed,holiday
15993,17,2014-03-19,62,35,49,M,28,40,16, 0,-,-,MO,0.0,0.00,29.49,30.13, 4.8,32,6.4,Wed,holiday
15994,18,2014-03-19,66,46,56,-4,32,44,9, 0,0633,1837,AN,0.0,0.00,29.64,30.12, 9.0,34,9.2,Wed,holiday
15995,19,2014-03-19,40,34,37, 1,31,35,28, 0,0557,1801,"RA,HZ,BR",  T,0.07,29.01,29.74, 9.2,29,11.7,Wed,holiday
15996,20,2014-03-19,66,46,56,M,32,44,9, 0,-,-,HZ,0.0,0.00,29.42,30.11,10.7,34,10.9,Wed,holiday
15997,1,2014-03-20,49,34,42,M,30,37,23, 0,-,-,AN,M,0.51,29.57,29.70, 8.4,28,10.9,Thi,holiday
15998,2,2014-03-20,45,30,38, 3,30,34,27, 0,0551,1759,AN,M,0.28,28.62,29.70,10.6,28,13.5,Thi,holiday
15999,3,2014-03-20,72,37,55, 2,26,43,10, 0,0628,1834,MO,0.0,0.00,29.30,30.04,11.3,18,11.5,Thi,holiday
16000,4,2014-03-20,76,42,59,-4,37,49,6, 0,0635,1842,MO,0.0,0.00,29.41,30.12, 1.2,15,2.2,Thi,holiday
16001,5,2014-03-20,M,M,M,M,32,M,M,M,0548,1756,MO,M,M,M,29.71, 9.5,28,M,Thi,holiday
16002,6,2014-03-20,75,37,56,-4,39,48,9, 0,0635,1841,MO,0.0,0.00,29.58,30.12, 1.9,16,3.6,Thi,holiday
16003,7,2014-03-20,M,M,M,M,M,M,M,M,-,-,MO,M,0.00,28.64,M,14.3,19,14.9,Thi,holiday
16004,8,2014-03-20,74,45,60,M,45,52,5, 0,-,-,MO,M,0.00,29.78,M, 0.6,17,0.9,Thi,holiday
16005,9,2014-03-20,44,19,32,M,26,30,33, 0,-,-,BR,M,0.00,29.20,29.99, 3.5,17,4.2,Thi,holiday
16006,10,2014-03-20,77,51,64,M,51,56,1, 0,0631,1838,AN,M,  T,30.03,30.05, 2.7,16,5.3,Thi,holiday
16007,11,2014-03-20,76,47,62,-1,52,55,3, 0,0631,1838,AN,0.0,0.00,30.02,30.06, 1.5,22,3.5,Thi,holiday
16008,12,2014-03-20,76,46,61,M,50,55,4, 0,-,-,AN,0.0,0.00,30.02,30.06, 1.3,17,2.9,Thi,holiday
16009,13,2014-03-20,64,26,45,M,1,31,20, 0,-,-,MO,M,0.00,24.11,29.87, 2.3,11,6.4,Thi,holiday
16010,14,2014-03-20,73,32,53, 1,27,42,12, 0,0634,1841,MO,0.0,0.00,28.63,30.03,11.4,19,12.1,Thi,holiday
16011,15,2014-03-20,44,31,38, 3,29,34,27, 0,0550,1758,AN,2.5,0.43,29.35,29.70, 7.5,28,8.5,Thi,holiday
16012,16,2014-03-20,50,35,43,M,32,38,22, 0,-,-,AN,M,0.40,29.59,29.67, 7.1,28,10.2,Thi,holiday
16013,17,2014-03-20,74,30,52,M,27,42,13, 0,-,-,HZ,0.0,0.00,29.36,30.07, 5.4,19,5.6,Thi,holiday
16014,18,2014-03-20,72,41,57,-3,30,46,8, 0,0631,1838,MO,0.0,0.00,29.57,30.10, 3.7,18,6.3,Thi,holiday
16015,19,2014-03-20,45,28,37, 1,23,31,28, 0,0555,1802,"BR,HZ",0.0,0.00,29.26,30.01, 4.9,28,8.5,Thi,holiday
16016,20,2014-03-20,73,40,57,M,31,46,8, 0,-,-,MO,0.0,0.00,29.37,30.10, 2.8,16,5.7,Thi,holiday
16017,1,2014-03-21,43,30,37,M,20,31,28, 0,-,-,MO,M,0.00,29.67,29.86,13.1,26,13.7,Fri,holiday
16018,2,2014-03-21,37,26,32,-4,20,28,33, 0,0550,1800,MO,0.0,0.00,28.74,29.89,16.8,28,17.1,Fri,holiday
16019,3,2014-03-21,77,48,63,10,35,48,2, 0,0626,1835,MO,0.0,0.00,29.16,29.87, 3.2,18,13.2,Fri,holiday
16020,4,2014-03-21,80,54,67, 4,53,58,0, 2,0634,1842,"FG,BR",0.0,0.00,29.22,29.93, 4.8,17,6.6,Fri,holiday
16021,5,2014-03-21,M,M,M,M,20,M,M,M,0547,1757,MO,M,M,M,29.89,17.7,28,M,Fri,holiday
16022,6,2014-03-21,81,48,65, 4,54,58,0, 0,0634,1842,AN,0.0,  T,29.39,29.93, 9.6,17,9.8,Fri,holiday
16023,7,2014-03-21,73,49,M,M,M,M,M,M,-,-,MO,0.0,0.00,28.51,M, 2.7,22,M,Fri,holiday
16024,8,2014-03-21,79,54,67,M,60,63,0, 2,-,-,BR,M,0.00,29.59,M, 7.4,18,7.7,Fri,holiday
16025,9,2014-03-21,45,23,34,M,26,31,31, 0,-,-,MO,M,  T,29.15,29.90, 8.0,30,15.6,Fri,holiday
16026,10,2014-03-21,78,57,68,M,48,57,0, 3,0630,1839,MO,M,0.00,30.06,30.08, 4.3,08,7.1,Fri,holiday
16027,11,2014-03-21,75,51,63, 0,46,54,2, 0,0630,1839,MO,0.0,0.00,30.05,30.09, 4.6,08,5.4,Fri,holiday
16028,12,2014-03-21,73,53,63,M,49,56,2, 0,-,-,MO,0.0,0.00,30.05,30.10, 4.4,06,5.1,Fri,holiday
16029,13,2014-03-21,46,22,34,M,16,29,31, 0,-,-,MO,M,0.00,24.24,30.05, 4.2,13,7.6,Fri,holiday
16030,14,2014-03-21,76,48,62,10,34,48,3, 0,0633,1842,MO,0.0,0.00,28.50,29.86, 1.7,28,14.3,Fri,holiday
16031,15,2014-03-21,39,21,30,-5,20,28,35, 0,0548,1759,MO,0.0,0.00,29.42,29.84, 9.7,28,10.6,Fri,holiday
16032,16,2014-03-21,44,31,38,M,20,31,27, 0,-,-,MO,M,0.00,29.70,29.84,13.1,27,13.4,Fri,holiday
16033,17,2014-03-21,79,45,62,M,37,50,3, 0,-,-,MO,0.0,0.00,29.21,29.90, 1.3,14,8.2,Fri,holiday
16034,18,2014-03-21,80,53,67, 7,48,57,0, 2,0630,1839,MO,0.0,0.00,29.35,29.88,12.2,17,12.8,Fri,holiday
16035,19,2014-03-21,41,26,34,-3,29,33,31, 0,0554,1804,"RA,BR,HZ",0.0,  T,29.11,29.89, 3.7,15,9.1,Fri,holiday
16036,20,2014-03-21,80,55,68,M,49,57,0, 3,-,-,MO,0.0,0.00,29.15,29.88, 9.5,18,9.6,Fri,holiday
16037,1,2014-03-22,55,25,40,M,22,32,25, 0,-,-,RA,M,0.01,29.73,29.89, 6.9,25,9.1,Sat,holiday
16038,2,2014-03-22,51,23,37, 1,23,31,28, 0,0548,1802,RA,0.0,  T,28.77,29.88,11.9,27,15.1,Sat,holiday
16039,3,2014-03-22,58,37,48,-6,27,40,17, 0,0625,1836,MO,0.0,0.03,29.47,30.16,14.4,02,14.8,Sat,holiday
16040,4,2014-03-22,77,61,69, 6,61,64,0, 4,0633,1843,BR,0.0,0.00,29.27,29.95, 0.9,18,3.5,Sat,holiday
16041,5,2014-03-22,M,M,M,M,23,M,M,M,0545,1759,MO,M,M,M,29.89,11.0,26,M,Sat,holiday
16042,6,2014-03-22,77,60,69, 8,62,65,0, 4,0632,1843,AN,0.0,  T,29.44,29.94, 2.1,16,6.2,Sat,holiday
16043,7,2014-03-22,55,41,48,M,24,39,17, 0,-,-,MO,0.0,0.00,28.79,30.15,14.9,03,14.7,Sat,holiday
16044,8,2014-03-22,82,65,74,M,67,69,0, 9,-,-,BR,M,0.00,29.59,M, 1.2,18,2.6,Sat,holiday
16045,9,2014-03-22,23,9,16,M,4,14,49, 0,-,-,MO,M,0.00,29.67,30.42,15.1,32,15.2,Sat,holiday
16046,10,2014-03-22,83,66,75,M,61,65,0,10,0628,1839,MO,M,0.00,29.99,30.01, 3.1,20,6.2,Sat,holiday
16047,11,2014-03-22,82,56,69, 6,62,64,0, 4,0628,1839,AN,0.0,0.00,29.98,30.01, 1.3,21,5.2,Sat,holiday
16048,12,2014-03-22,83,60,72,M,62,65,0, 7,-,-,"RA,BR",0.0,0.07,29.98,30.01, 2.1,19,5.1,Sat,holiday
16049,13,2014-03-22,34,24,29,M,21,25,36, 0,-,-,AN,M,0.02,24.31,30.21, 3.0,35,9.4,Sat,holiday
16050,14,2014-03-22,56,43,50,-3,26,40,15, 0,0632,1843,MO,0.0,  T,28.77,30.12,16.5,03,16.7,Sat,holiday
16051,15,2014-03-22,44,18,31,-5,22,28,34, 0,0546,1800,MO,  T,0.02,29.50,29.87, 2.8,24,5.5,Sat,holiday
16052,16,2014-03-22,55,25,40,M,24,33,25, 0,-,-,RA,M,0.01,29.76,29.86, 6.4,26,9.6,Sat,holiday
16053,17,2014-03-22,59,43,51,M,29,41,14, 0,-,-,RA,0.0,0.04,29.52,30.18,14.2,02,14.4,Sat,holiday
16054,18,2014-03-22,67,51,59,-1,46,52,6, 0,0629,1839,BR,0.0,0.00,29.50,30.00, 7.1,01,9.3,Sat,holiday
16055,19,2014-03-22,39,23,31,-6,19,29,34, 0,0552,1805,AN,  T,  T,29.46,30.18,11.9,31,12.4,Sat,holiday
16056,20,2014-03-22,67,52,60,M,50,54,5, 0,-,-,BR,0.0,0.00,29.30,29.99, 6.1,36,8.9,Sat,holiday
16057,1,2014-03-23,43,17,30,M,11,27,35, 0,-,-,MO,M,0.00,29.80,29.98, 8.5,30,10.8,Sun,holiday
16058,2,2014-03-23,34,19,27,-10,12,25,38, 0,0546,1803,MO,0.0,0.00,28.84,29.96,10.7,30,12.0,Sun,holiday
16059,3,2014-03-23,49,30,40,-14,21,33,25, 0,0623,1837,MO,0.0,0.00,29.63,30.37,10.9,01,11.3,Sun,holiday
16060,4,2014-03-23,61,47,54,-10,42,48,11, 0,0632,1844,MO,0.0,0.00,29.51,30.19, 8.5,01,9.3,Sun,holiday
16061,5,2014-03-23,M,M,M,M,13,M,M,M,0543,1760,MO,M,M,M,29.97, 9.5,30,M,Sun,holiday
16062,6,2014-03-23,61,48,55,-6,44,49,10, 0,0631,1843,MO,0.0,  T,29.67,30.18,17.8,01,18.2,Sun,holiday
16063,7,2014-03-23,49,29,39,M,19,32,26, 0,-,-,MO,0.0,0.00,28.95,30.36, 9.9,01,11.5,Sun,holiday
16064,8,2014-03-23,65,50,58,M,50,53,7, 0,-,-,AN,M,0.00,29.79,M, 8.7,36,8.8,Sun,holiday
16065,9,2014-03-23,25,9,17,M,6,15,48, 0,-,-,MO,M,0.00,29.66,30.48, 6.0,31,6.7,Sun,holiday
16066,10,2014-03-23,82,60,71,M,56,62,0, 6,0627,1840,MO,M,  T,29.95,29.98, 7.8,27,8.4,Sun,holiday
16067,11,2014-03-23,80,53,67, 4,56,60,0, 2,0627,1840,BR,0.0,0.00,29.94,29.98, 6.2,28,6.9,Sun,holiday
16068,12,2014-03-23,83,59,71,M,55,62,0, 6,-,-,MO,0.0,  T,29.93,29.98, 5.6,28,6.3,Sun,holiday
16069,13,2014-03-23,59,17,38,M,10,29,27, 0,-,-,MO,M,0.00,24.26,30.14, 3.8,30,9.3,Sun,holiday
16070,14,2014-03-23,51,32,42,-11,19,33,23, 0,0630,1844,MO,0.0,0.00,28.92,30.34, 8.9,01,10.5,Sun,holiday
16071,15,2014-03-23,35,14,25,-11,12,23,40, 0,0544,1801,MO,0.0,0.00,29.57,29.98, 9.5,32,10.9,Sun,holiday
16072,16,2014-03-23,44,19,32,M,13,27,33, 0,-,-,MO,M,0.00,29.82,29.95, 7.8,30,10.3,Sun,holiday
16073,17,2014-03-23,51,32,42,M,23,34,23, 0,-,-,MO,0.0,0.00,29.68,30.38, 9.4,02,9.8,Sun,holiday
16074,18,2014-03-23,59,47,53,-7,31,43,12, 0,0628,1840,MO,0.0,0.00,29.73,30.24,11.3,02,11.6,Sun,holiday
16075,19,2014-03-23,29,16,23,-14,6,19,42, 0,0550,1806,MO,0.0,0.00,29.64,30.40, 7.7,33,8.1,Sun,holiday
16076,20,2014-03-23,59,44,52,M,33,44,13, 0,-,-,MO,0.0,0.00,29.52,30.23, 9.8,02,10.4,Sun,holiday
16077,1,2014-03-24,31,14,23,M,-2,17,42, 0,-,-,MO,M,0.00,29.96,30.13, 8.5,31,9.8,Mon,holiday
16078,2,2014-03-24,28,11,20,-17,-2,15,45, 0,0544,1804,MO,0.0,0.00,28.96,30.11, 9.6,31,10.6,Mon,holiday
16079,3,2014-03-24,61,26,44,-10,26,36,21, 0,0622,1838,MO,0.0,0.00,29.47,30.21, 3.9,36,8.3,Mon,holiday
16080,4,2014-03-24,66,50,58,-6,43,50,7, 0,0630,1844,MO,0.0,0.00,29.41,30.12, 1.0,10,2.7,Mon,holiday
16081,5,2014-03-24,M,M,M,M,-2,M,M,M,0541,1801,MO,M,M,M,30.12,11.1,31,M,Mon,holiday
16082,6,2014-03-24,65,45,55,-6,44,50,10, 0,0630,1844,MO,0.0,0.00,29.59,30.11, 3.4,04,5.6,Mon,holiday
16083,7,2014-03-24,65,33,49,M,24,38,16, 0,-,-,MO,0.0,0.00,28.78,30.18, 0.2,03,10.5,Mon,holiday
16084,8,2014-03-24,62,50,56,M,49,52,9, 0,-,-,AN,M,0.00,29.75,M, 0.3,01,0.3,Mon,holiday
16085,9,2014-03-24,31,14,23,M,13,19,42, 0,-,-,"SN,BR",M,0.01,29.42,30.25, 6.9,30,8.9,Mon,holiday
16086,10,2014-03-24,68,60,64,M,50,56,1, 0,0626,1840,MO,M,  T,30.03,30.05,16.0,03,16.7,Mon,holiday
16087,11,2014-03-24,64,56,60,-3,50,54,5, 0,0626,1841,MO,0.0,0.00,30.03,30.06,12.2,04,12.8,Mon,holiday
16088,12,2014-03-24,67,59,63,M,50,55,2, 0,-,-,RA,0.0,  T,30.01,30.05,12.4,04,13.1,Mon,holiday
16089,13,2014-03-24,44,21,33,M,19,27,32, 0,-,-,MO,M,0.00,24.34,30.23, 2.5,02,4.6,Mon,holiday
16090,14,2014-03-24,66,28,47,-6,25,38,18, 0,0629,1844,HZ,0.0,0.00,28.77,30.17, 2.0,01,11.1,Mon,holiday
16091,15,2014-03-24,27,9,18,-18,0,14,47, 0,0543,1803,MO,0.0,0.00,29.72,30.11, 7.4,31,8.1,Mon,holiday
16092,16,2014-03-24,32,13,23,M,-1,17,42, 0,-,-,MO,M,0.00,29.98,30.10, 9.8,33,10.2,Mon,holiday
16093,17,2014-03-24,62,27,45,M,28,37,20, 0,-,-,MO,0.0,0.00,29.52,30.22, 2.7,03,6.2,Mon,holiday
16094,18,2014-03-24,67,41,54,-7,33,45,11, 0,0626,1841,MO,0.0,0.00,29.61,30.13, 1.7,08,4.4,Mon,holiday
16095,19,2014-03-24,35,18,27,-11,10,22,38, 0,0548,1807,AN,0.4,0.01,29.42,30.24, 7.9,27,9.3,Mon,holiday
16096,20,2014-03-24,68,37,53,M,33,45,12, 0,-,-,MO,0.0,0.00,29.41,30.12, 1.8,09,3.5,Mon,holiday
16097,1,2014-03-25,38,16,27,M,7,22,38, 0,-,-,MO,M,0.00,29.93,30.07, 3.9,21,7.7,Tue,holiday
16098,2,2014-03-25,34,12,23,-14,7,20,42, 0,0543,1805,MO,0.0,0.00,28.92,30.04, 4.6,23,7.4,Tue,holiday
16099,3,2014-03-25,51,27,39,-15,23,33,26, 0,0620,1839,BR,0.0,0.00,29.58,30.33, 4.4,01,8.1,Tue,holiday
16100,4,2014-03-25,69,44,57,-7,37,48,8, 0,0629,1845,MO,0.0,0.00,29.54,30.24, 2.9,05,5.2,Tue,holiday
16101,5,2014-03-25,M,M,M,M,7,M,M,M,0540,1802,MO,M,M,M,30.07, 4.5,20,M,Tue,holiday
16102,6,2014-03-25,68,37,53,-9,39,47,12, 0,0629,1844,MO,0.0,0.00,29.70,30.23, 6.1,03,7.7,Tue,holiday
16103,7,2014-03-25,56,28,42,M,23,35,23, 0,-,-,MO,0.0,0.00,28.89,30.31, 2.5,07,5.2,Tue,holiday
16104,8,2014-03-25,69,43,56,M,43,50,9, 0,-,-,BR,M,0.00,29.86,M, 1.7,03,2.0,Tue,holiday
16105,9,2014-03-25,24,10,17,M,3,14,48, 0,-,-,MO,M,0.00,29.46,30.27,12.1,32,12.6,Tue,holiday
16106,10,2014-03-25,76,51,64,M,40,52,1, 0,0625,1841,MO,M,0.00,29.87,29.91,13.8,31,15.0,Tue,holiday
16107,11,2014-03-25,73,47,60,-3,40,51,5, 0,0625,1841,MO,0.0,  T,29.86,29.92,12.1,31,13.5,Tue,holiday
16108,12,2014-03-25,76,50,63,M,41,53,2, 0,-,-,MO,0.0,0.00,29.85,29.91,12.6,31,14.2,Tue,holiday
16109,13,2014-03-25,63,18,41,M,20,32,24, 0,-,-,MO,M,0.00,24.18,30.04, 4.1,15,6.9,Tue,holiday
16110,14,2014-03-25,58,29,44,-10,24,37,21, 0,0627,1845,MO,0.0,0.00,28.87,30.29, 3.7,03,7.3,Tue,holiday
16111,15,2014-03-25,34,5,20,-17,9,18,45, 0,0541,1804,MO,0.0,0.00,29.68,30.06, 2.3,22,4.3,Tue,holiday
16112,16,2014-03-25,37,15,26,M,9,23,39, 0,-,-,MO,M,  T,29.96,30.05, 2.7,17,7.3,Tue,holiday
16113,17,2014-03-25,53,28,41,M,25,35,24, 0,-,-,BR,0.0,0.00,29.64,30.35, 3.7,05,5.4,Tue,holiday
16114,18,2014-03-25,64,43,54,-7,25,41,11, 0,0625,1842,MO,0.0,0.00,29.75,30.28, 7.4,06,9.5,Tue,holiday
16115,19,2014-03-25,27,17,22,-16,6,18,43, 0,0547,1808,MO,0.0,0.00,29.38,30.15,12.0,30,12.6,Tue,holiday
16116,20,2014-03-25,64,40,52,M,26,42,13, 0,-,-,MO,0.0,0.00,29.54,30.27, 5.8,07,7.8,Tue,holiday
16117,1,2014-03-26,33,21,27,M,6,23,38, 0,-,-,MO,M,0.00,29.59,29.78,17.6,33,19.4,Wed,holiday
16118,2,2014-03-26,31,17,24,-14,5,20,41, 0,0541,1806,MO,0.0,0.00,28.64,29.78,17.5,33,20.8,Wed,holiday
16119,3,2014-03-26,54,34,44,-11,30,39,21, 0,0619,1839,RA,0.0,0.18,29.24,30.03,16.5,16,17.0,Wed,holiday
16120,4,2014-03-26,66,54,60,-4,48,53,5, 0,0628,1845,AN,0.0,  T,29.34,30.06, 9.2,16,10.0,Wed,holiday
16121,5,2014-03-26,M,M,M,M,7,M,M,M,0538,1803,MO,M,M,M,29.74,21.5,33,M,Wed,holiday
16122,6,2014-03-26,68,51,60,-2,49,54,5, 0,0628,1845,RA,0.0,  T,29.54,30.07,13.5,16,13.8,Wed,holiday
16123,7,2014-03-26,56,42,49,M,34,41,16, 0,-,-,"RA,BR",0.0,0.21,28.51,29.95,24.3,16,24.6,Wed,holiday
16124,8,2014-03-26,65,52,59,M,54,56,6, 0,-,-,AN,M,0.05,29.75,M, 6.4,15,5.9,Wed,holiday
16125,9,2014-03-26,40,11,26,M,16,25,39, 0,-,-,MO,M,0.00,29.08,29.92,15.7,15,15.8,Wed,holiday
16126,10,2014-03-26,60,42,51,M,22,40,14, 0,0624,1842,MO,M,0.00,30.22,30.27, 5.8,36,10.9,Wed,holiday
16127,11,2014-03-26,59,36,48,-15,26,38,17, 0,0624,1842,MO,0.0,0.00,30.22,30.27, 3.0,35,6.2,Wed,holiday
16128,12,2014-03-26,58,40,49,M,27,40,16, 0,-,-,MO,0.0,0.00,30.21,30.27, 5.0,35,7.6,Wed,holiday
16129,13,2014-03-26,65,33,49,M,18,37,16, 0,-,-,MO,M,0.00,23.78,29.44,11.8,23,12.8,Wed,holiday
16130,14,2014-03-26,56,37,47,-7,36,41,18, 0,0626,1846,"RA,BR,HZ",0.0,0.25,28.51,29.96,18.9,16,19.1,Wed,holiday
16131,15,2014-03-26,31,19,25,-12,9,21,40, 0,0539,1805,MO,0.0,0.00,29.41,29.82,17.0,33,17.9,Wed,holiday
16132,16,2014-03-26,34,22,28,M,7,23,37, 0,-,-,AN,M,  T,29.60,29.73,19.0,33,21.7,Wed,holiday
16133,17,2014-03-26,55,32,44,M,32,40,21, 0,-,-,RA,0.0,0.22,29.31,30.05,11.3,17,11.7,Wed,holiday
16134,18,2014-03-26,62,46,54,-7,39,47,11, 0,0624,1842,RA,0.0,0.02,29.49,30.05,16.3,15,17.1,Wed,holiday
16135,19,2014-03-26,38,15,27,-11,11,23,38, 0,0545,1809,MO,0.0,0.00,29.37,30.18, 8.4,19,10.2,Wed,holiday
16136,20,2014-03-26,63,40,52,M,40,47,13, 0,-,-,HZ,0.0,0.02,29.28,30.04,12.5,15,12.8,Wed,holiday
16137,1,2014-03-27,43,19,31,M,-1,23,34, 0,-,-,MO,M,0.00,30.06,30.25, 9.0,27,10.6,Thi,holiday
16138,2,2014-03-27,40,15,28,-10,2,21,37, 0,0539,1807,MO,0.0,0.00,29.08,M,10.2,27,12.7,Thi,holiday
16139,3,2014-03-27,81,50,66,11,44,53,0, 1,0617,1840,MO,0.0,0.00,28.94,29.65,14.5,19,22.6,Thi,holiday
16140,4,2014-03-27,82,61,72, 7,62,65,0, 7,0627,1846,BR,0.0,0.01,29.10,29.82, 6.1,17,7.5,Thi,holiday
16141,5,2014-03-27,M,M,M,M,2,M,M,M,0536,1804,MO,M,M,M,30.26,10.2,26,M,Thi,holiday
16142,6,2014-03-27,80,62,71, 9,63,65,0, 6,0626,1846,AN,0.0,  T,29.26,29.81,12.8,18,12.9,Thi,holiday
16143,7,2014-03-27,81,53,67,M,41,53,0, 2,-,-,MO,0.0,0.00,28.29,29.65,12.0,21,21.4,Thi,holiday
16144,8,2014-03-27,77,63,70,M,67,68,0, 5,-,-,AN,M,0.02,29.48,M, 9.1,17,9.5,Thi,holiday
16145,9,2014-03-27,40,31,36,M,31,33,29, 0,-,-,AN,M,0.37,28.82,M, 2.8,08,10.4,Thi,holiday
16146,10,2014-03-27,70,52,61,M,46,54,4, 0,0622,1842,MO,M,0.00,30.28,30.30, 7.3,11,8.6,Thi,holiday
16147,11,2014-03-27,68,41,55,-8,47,51,10, 0,0622,1842,MO,0.0,0.00,30.27,30.31, 5.1,11,5.7,Thi,holiday
16148,12,2014-03-27,69,44,57,M,47,53,8, 0,-,-,MO,0.0,0.00,30.27,30.31, 4.8,12,5.4,Thi,holiday
16149,13,2014-03-27,55,34,45,M,19,34,20, 0,-,-,MO,M,0.00,23.92,29.59, 7.8,32,10.8,Thi,holiday
16150,14,2014-03-27,82,56,69,15,43,54,0, 4,0624,1847,MO,0.0,0.00,28.28,29.65,11.2,21,21.2,Thi,holiday
16151,15,2014-03-27,39,16,28,-9,4,22,37, 0,0537,1806,MO,0.0,0.00,29.81,30.22, 7.0,28,10.2,Thi,holiday
16152,16,2014-03-27,45,20,33,M,3,24,32, 0,-,-,MO,M,0.00,30.08,30.22, 8.0,27,11.0,Thi,holiday
16153,17,2014-03-27,82,54,68,M,46,55,0, 3,-,-,MO,0.0,0.00,29.00,29.69,11.9,20,16.7,Thi,holiday
16154,18,2014-03-27,82,58,70, 8,59,62,0, 5,0622,1843,"RA,HZ,BR",0.0,0.04,29.22,29.76,13.5,18,13.8,Thi,holiday
16155,19,2014-03-27,49,35,42, 3,34,38,23, 0,0543,1811,AN,  T,0.46,28.86,29.68,12.7,19,13.0,Thi,holiday
16156,20,2014-03-27,82,58,70,M,59,63,0, 5,-,-,"RA,BR,HZ",0.0,  T,29.03,29.76,10.6,17,11.3,Thi,holiday
16157,1,2014-03-28,56,35,46,M,33,40,19, 0,-,-,"RA,BR",M,0.03,29.92,30.06, 9.0,21,9.4,Fri,holiday
16158,2,2014-03-28,51,31,41, 3,36,39,24, 0,0538,1808,"RA,BR",0.0,0.11,28.96,30.06,14.5,23,15.0,Fri,holiday
16159,3,2014-03-28,56,38,47,-8,37,43,18, 0,0616,1841,RA,0.0,0.04,29.28,29.97,10.6,01,11.1,Fri,holiday
16160,4,2014-03-28,89,63,76,11,59,65,0,11,0625,1847,AN,0.0,0.00,29.16,29.81, 0.6,06,5.0,Fri,holiday
16161,5,2014-03-28,M,M,M,M,38,M,M,M,0535,1805,MO,M,M,M,30.08,18.7,20,M,Fri,holiday
16162,6,2014-03-28,90,59,75,12,61,65,0,10,0625,1846,AN,0.0,0.00,29.31,29.80, 0.4,09,7.8,Fri,holiday
16163,7,2014-03-28,58,38,48,M,33,42,17, 0,-,-,MO,0.0,0.00,28.62,29.96,13.7,02,14.4,Fri,holiday
16164,8,2014-03-28,85,60,73,M,66,68,0, 8,-,-,AN,M,0.20,29.45,M, 2.5,20,3.6,Fri,holiday
16165,9,2014-03-28,37,26,32,M,18,28,33, 0,-,-,MO,M,0.00,29.37,30.10, 8.3,34,9.2,Fri,holiday
16166,10,2014-03-28,81,62,72,M,61,64,0, 7,0621,1843,"RA,BR",M,0.45,30.11,30.11, 6.9,15,7.6,Fri,holiday
16167,11,2014-03-28,81,52,67, 3,61,63,0, 2,0621,1843,"RA,BR",0.0,0.26,30.10,30.12, 5.9,15,6.4,Fri,holiday
16168,12,2014-03-28,81,57,69,M,60,64,0, 4,-,-,"RA,BR",0.0,0.17,30.09,30.12, 7.9,15,8.1,Fri,holiday
16169,13,2014-03-28,52,28,40,M,16,31,25, 0,-,-,MO,M,  T,24.24,30.04, 4.5,29,11.4,Fri,holiday
16170,14,2014-03-28,60,44,52,-3,35,44,13, 0,0623,1848,MO,0.0,0.00,28.59,29.94,14.9,01,15.7,Fri,holiday
16171,15,2014-03-28,47,32,40, 2,33,37,25, 0,0536,1807,"RA,BR",  T,0.16,29.66,30.03, 4.5,18,5.7,Fri,holiday
16172,16,2014-03-28,60,36,48,M,36,42,17, 0,-,-,"RA,BR",M,0.02,29.96,30.04,11.6,22,11.9,Fri,holiday
16173,17,2014-03-28,56,42,49,M,37,44,16, 0,-,-,RA,0.0,0.02,29.34,29.99, 8.9,02,9.2,Fri,holiday
16174,18,2014-03-28,82,53,68, 6,56,61,0, 3,0621,1844,"RA,BR,HZ",0.0,0.01,29.34,29.82, 1.9,34,11.1,Fri,holiday
