,units
81207,1
81208,1
81209,65
81210,33
81211,25
81212,2
81213,69
81214,23
81215,3
81216,30
81217,62
81218,20
81219,65
81220,15
81221,69
81222,1
81223,2
81224,33
81225,40
81226,66
81227,33
81228,1
81229,1
81230,70
81231,1
81232,87
81233,22
81234,1
81235,37
81236,2
81237,65
81238,33
81239,3
81240,2
81241,56
81242,27
81243,68
81244,74
81245,40
81246,59
81247,17
81248,2
81249,17
81250,1
81251,25
81252,1
81253,21
81254,1
81255,45
81256,1
81257,24
81258,12
81259,1
81260,35
81261,2
81262,1
81263,57
81264,25
81265,1
81266,1
81267,67
81268,39
81269,2
81270,59
81271,24
81272,2
81273,84
81274,22
81275,1
81276,30
81277,2
81278,36
81279,19
81280,2
81281,27
81282,2
81283,32
81284,1
81285,1
81286,40
81287,1
81288,77
81289,13
81290,23
81291,1
81292,16
81293,1
81294,37
81295,1
81296,9
81297,1
81298,45
81299,2
81300,27
81301,4
81302,19
81303,39
81304,1
81305,2
81306,28
81307,63
81308,30
81309,3
81310,21
81311,80
81312,27
81313,1
81314,16
81315,2
81316,2
81317,2
81318,36
81319,1
81320,1
81321,1
81322,1
81323,78
81324,1
81325,39
81326,1
81327,32
81328,1
81329,22
81330,1
81331,1
81332,43
81333,18
81334,1
81335,31
81336,1
81337,2
81338,26
81339,9
81340,2
81341,1
81342,86
81343,7
81344,43
81345,4
81346,2
81347,39
81348,1
81349,6
81350,29
81351,2
81352,32
81353,63
81354,3
81355,1
81356,6
81357,40
81358,3
81359,31
81360,3
81361,1
81362,1
81363,35
81364,1
81365,1
81366,36
81367,2
81368,1
81369,25
81370,14
81371,2
81372,1
81373,23
81374,2
81375,5
81376,1
81377,11
81378,2
81379,10
81380,59
81381,1
81382,17
81383,2
81384,26
81385,5
81386,20
81387,1
81388,18
81389,1
81390,2
81391,39
81392,1
81393,2
81394,12
81395,2
81396,10
81397,2
81398,20
81399,75
81400,1
81401,3
81402,37
81403,1
81404,15
81405,2
81406,17
81407,2
81408,2
81409,59
81410,1
81411,33
81412,4
81413,1
81414,66
81415,78
81416,1
81417,15
81418,2
81419,1
81420,39
81421,3
81422,36
81423,1
81424,2
81425,21
81426,2
81427,2
81428,36
81429,2
81430,1
81431,32
81432,1
81433,1
81434,12
81435,19
81436,3
81437,22
81438,1
81439,5
81440,13
81441,1
81442,21
81443,1
81444,23
81445,1
81446,11
81447,1
81448,1
81449,1
81450,12
81451,1
81452,17
81453,59
81454,3
81455,26
81456,1
81457,1
81458,39
81459,65
81460,25
81461,1
81462,32
81463,85
81464,22
81465,1
81466,15
81467,1
81468,4
81469,3
81470,34
81471,2
81472,4
81473,59
81474,1
81475,38
81476,65
81477,8
81478,1
81479,1
81480,23
81481,2
81482,1
81483,38
81484,2
81485,19
81486,62
81487,3
81488,13
81489,40
81490,1
81491,1
81492,20
81493,1
81494,17
81495,2
81496,13
81497,15
81498,1
81499,1
81500,67
81501,2
81502,1
81503,2
81504,12
81505,2
81506,15
81507,1
81508,1
81509,25
81510,2
81511,38
81512,1
81513,92
81514,3
81515,1
81516,76
81517,1
81518,1
81519,72
81520,5
81521,18
81522,56
81523,31
81524,2
81525,58
81526,2
81527,38
81528,3
81529,1
81530,2
81531,22
81532,59
81533,22
81534,1
81535,39
81536,2
81537,2
81538,55
81539,1
81540,27
81541,1
81542,2
81543,24
81544,2
81545,1
81546,75
81547,1
81548,11
81549,1
81550,35
81551,1
81552,2
81553,23
81554,1
81555,1
81556,3
81557,3
81558,86
81559,2
81560,22
81561,1
81562,2
81563,27
81564,1
81565,1
81566,30
81567,2
81568,27
81569,2
81570,1
81571,12
81572,1
81573,38
81574,1
81575,4
81576,2
81577,2
81578,21
81579,7
81580,31
81581,1
81582,27
81583,35
81584,1
81585,87
81586,36
81587,1
81588,36
81589,63
81590,36
81591,1
81592,22
81593,2
81594,41
81595,1
81596,57
81597,18
81598,20
81599,2
81600,3
81601,1
81602,67
81603,1
81604,18
81605,57
81606,12
81607,3
81608,1
81609,11
81610,1
81611,3
81612,19
81613,5
81614,15
81615,60
81616,1
81617,2
81618,10
81619,1
81620,77
81621,1
81622,10
81623,1
81624,20
81625,1
81626,19
81627,2
81628,28
81629,1
81630,30
81631,3
81632,38
81633,1
81634,1
81635,66
81636,3
81637,21
81638,1
81639,56
81640,37
81641,73
81642,29
81643,1
81644,44
81645,4
81646,2
81647,1
81648,74
81649,3
81650,23
81651,22
81652,29
81653,4
81654,25
81655,22
81656,2
81657,3
81658,28
81659,3
81660,41
81661,2
81662,72
81663,4
81664,21
81665,80
81666,3
81667,33
81668,2
81669,1
81670,22
81671,1
81672,21
81673,2
81674,1
81675,4
81676,76
81677,41
81678,1
81679,19
81680,1
81681,19
81682,68
81683,12
81684,15
81685,1
81686,72
81687,3
81688,15
81689,30
81690,1
81691,61
81692,36
81693,2
81694,1
81695,3
81696,76
81697,15
81698,1
81699,35
81700,2
81701,84
81702,38
81703,2
81704,71
81705,36
81706,1
81707,26
81708,27
81709,1
81710,1
81711,81
81712,27
81713,1
81714,26
81715,27
81716,59
81717,33
81718,1
81719,77
81720,9
81721,1
81722,17
81723,1
81724,31
81725,1
81726,3
81727,37
81728,22
81729,2
81730,20
81731,1
81732,1
81733,17
81734,56
81735,20
81736,1
81737,25
81738,1
81739,59
81740,23
81741,16
81742,1
81743,22
81744,9
81745,1
81746,86
81747,24
81748,1
81749,76
81750,16
81751,1
81752,28
81753,3
81754,24
81755,2
81756,31
81757,2
81758,77
81759,32
81760,23
81761,1
81762,12
81763,1
81764,17
81765,17
81766,16
81767,1
81768,20
81769,1
81770,78
81771,18
81772,2
81773,29
81774,8
81775,1
81776,14
81777,29
81778,2
81779,2
81780,6
81781,13
81782,13
81783,2
81784,13
81785,15
81786,11
81787,12
81788,20
81789,6
81790,15
81791,4
81792,11
81793,14
81794,3
81795,8
81796,2
81797,9
81798,14
81799,15
81800,19
81801,9
81802,5
81803,9
81804,14
81805,4
81806,17
81807,20
81808,12
81809,5
81810,2
81811,13
81812,1
81813,12
81814,4
81815,3
81816,1
81817,12
81818,1
81819,7
81820,11
81821,15
81822,5
81823,13
81824,8
81825,7
81826,8
81827,2
81828,13
81829,16
81830,1
81831,13
81832,1
81833,12
81834,15
81835,25
81836,12
81837,6
81838,7
81839,1
81840,4
81841,3
81842,10
81843,3
81844,3
81845,3
81846,10
81847,4
81848,5
81849,1
81850,13
81851,3
81852,3
81853,10
81854,1
81855,6
81856,5
81857,5
81858,3
81859,3
81860,3
81861,7
81862,1
81863,13
81864,17
81865,12
81866,1
81867,8
81868,6
81869,9
81870,5
81871,9
81872,11
81873,4
81874,3
81875,14
81876,3
81877,5
81878,5
81879,11
81880,4
81881,9
81882,8
81883,13
81884,2
81885,8
81886,4
81887,10
81888,1
81889,6
81890,4
81891,7
81892,6
81893,2
81894,13
81895,2
81896,12
81897,7
81898,9
81899,4
81900,14
81901,2
81902,6
81903,11
81904,10
81905,4
81906,10
81907,4
81908,9
81909,3
81910,14
81911,18
81912,8
81913,1
81914,9
81915,13
81916,15
81917,2
81918,14
81919,1
81920,5
81921,2
81922,7
81923,3
81924,14
81925,4
81926,16
81927,6
81928,18
81929,18
81930,11
81931,13
81932,8
81933,12
81934,12
81935,2
81936,12
81937,4
81938,13
81939,15
81940,16
81941,1
81942,8
81943,6
81944,18
81945,1
81946,15
81947,22
81948,1
81949,9
81950,11
81951,9
81952,4
81953,18
81954,19
81955,5
81956,5
81957,6
81958,15
81959,1
81960,16
81961,9
81962,22
81963,4
81964,13
81965,13
81966,1
81967,12
81968,17
81969,1
81970,5
81971,4
81972,9
81973,3
81974,14
81975,1
81976,10
81977,2
81978,12
81979,1
81980,9
81981,15
81982,7
81983,5
81984,2
81985,10
81986,19
81987,14
81988,13
81989,14
81990,18
81991,8
81992,5
81993,4
81994,3
81995,13
81996,6
81997,11
81998,13
81999,6
82000,11
82001,4
82002,13
82003,1
82004,1
82005,8
82006,10
82007,4
82008,1
82009,11
82010,5
82011,8
82012,4
82013,12
82014,13
82015,5
82016,1
82017,15
82018,4
82019,14
82020,3
82021,12
82022,10
82023,1
82024,11
82025,2
82026,15
82027,3
82028,10
82029,4
82030,10
82031,17
82032,9
82033,20
82034,3
82035,1
82036,11
82037,12
82038,11
82039,2
82040,6
82041,21
82042,6
82043,7
82044,14
82045,13
82046,3
82047,8
82048,7
82049,2
82050,10
82051,2
82052,8
82053,8
82054,13
82055,16
82056,15
82057,2
82058,19
82059,15
82060,10
82061,3
82062,17
82063,10
82064,17
82065,11
82066,6
82067,13
82068,12
82069,1
82070,21
82071,5
82072,8
82073,18
82074,6
82075,9
82076,12
82077,11
82078,8
82079,5
82080,13
82081,13
82082,3
82083,13
82084,6
82085,14
82086,6
82087,16
82088,6
82089,5
82090,11
82091,3
82092,16
82093,22
82094,11
82095,3
82096,9
82097,3
82098,14
82099,3
82100,9
82101,12
82102,12
82103,3
82104,13
82105,16
82106,27
82107,2
82108,17
82109,4
82110,17
82111,2
82112,7
82113,11
82114,4
82115,12
82116,2
82117,8
82118,2
82119,14
82120,16
82121,6
82122,17
82123,11
82124,3
82125,6
82126,2
82127,17
82128,16
82129,18
82130,7
82131,6
82132,2
82133,16
82134,8
82135,14
82136,5
82137,8
82138,10
82139,10
82140,13
82141,9
82142,2
82143,12
82144,3
82145,10
82146,2
82147,13
82148,8
82149,13
82150,15
82151,9
82152,1
82153,10
82154,10
82155,13
82156,26
82157,3
82158,20
82159,1
82160,11
82161,4
82162,9
82163,5
82164,4
82165,13
82166,6
82167,20
82168,16
82169,2
82170,13
82171,17
82172,2
82173,7
82174,2
82175,20
82176,1
82177,11
82178,12
82179,27
82180,2
82181,15
82182,6
82183,5
82184,7
82185,8
82186,6
82187,11
82188,1
82189,9
82190,11
82191,10
82192,17
82193,3
82194,8
82195,3
82196,9
82197,5
82198,10
82199,1
82200,11
82201,3
82202,9
82203,2
82204,8
82205,12
82206,17
82207,2
82208,8
82209,17
82210,16
82211,9
82212,18
82213,12
82214,11
82215,13
82216,16
82217,4
82218,11
82219,8
82220,12
82221,12
82222,3
82223,11
82224,12
82225,14
82226,8
82227,23
82228,15
82229,12
82230,13
82231,3
82232,11
82233,2
82234,12
82235,13
82236,9
82237,7
82238,12
82239,17
82240,13
82241,15
82242,14
82243,8
82244,18
82245,1
82246,16
82247,12
82248,14
82249,10
82250,18
82251,15
82252,12
82253,3
82254,5
82255,12
82256,10
82257,17
82258,7
82259,13
82260,14
82261,9
82262,1
82263,10
82264,19
82265,8
82266,4
82267,15
82268,13
82269,12
82270,17
82271,12
82272,2
82273,15
82274,5
82275,9
82276,2
82277,15
82278,12
82279,11
82280,6
82281,16
82282,12
82283,16
82284,5
82285,12
82286,18
82287,5
82288,20
82289,1
82290,14
82291,4
82292,11
82293,7
82294,12
82295,7
82296,6
82297,1
82298,13
82299,5
82300,20
82301,1
82302,10
82303,10
82304,12
82305,7
82306,1
82307,14
82308,12
82309,7
82310,5
82311,5
82312,7
82313,25
82314,3
82315,18
82316,3
82317,11
82318,3
82319,7
82320,12
82321,12
82322,1
82323,13
82324,5
82325,11
82326,8
82327,6
82328,13
82329,13
82330,9
82331,12
82332,14
82333,11
82334,14
82335,12
82336,14
82337,9
82338,13
82339,2
82340,13
82341,2
82342,12
82343,15
82344,15
82345,16
82346,13
82347,17
82348,2
82349,17
82350,19
82351,3
82352,14
82353,11
82354,4
82355,14
82356,1
82357,2
82358,6
82359,18
82360,12
82361,9
82362,16
82363,18
82364,2
82365,17
82366,3
82367,4
82368,11
82369,1
82370,8
82371,23
82372,11
82373,16
82374,19
82375,6
82376,11
82377,18
82378,16
82379,7
82380,7
82381,7
82382,16
82383,2
82384,9
82385,2
82386,8
82387,13
82388,2
82389,10
82390,11
82391,17
82392,4
82393,12
82394,4
82395,15
82396,12
82397,14
82398,6
82399,10
82400,17
82401,15
82402,6
82403,10
82404,1
82405,12
82406,1
82407,10
82408,2
82409,8
82410,3
82411,7
82412,1
82413,3
82414,12
82415,1
82416,12
82417,17
82418,1
82419,3
82420,14
82421,5
82422,5
82423,19
82424,12
82425,1
82426,8
82427,3
82428,9
82429,5
82430,11
82431,12
82432,9
82433,5
82434,1
82435,6
82436,20
82437,1
82438,8
82439,9
82440,1
82441,2
82442,16
82443,12
82444,1
82445,11
82446,5
82447,1
82448,3
82449,20
82450,1
82451,2
82452,15
82453,7
82454,7
82455,4
82456,8
82457,3
82458,5
82459,2
82460,19
82461,8
82462,7
82463,10
82464,7
82465,4
82466,8
82467,15
82468,8
82469,2
82470,2
82471,14
82472,5
82473,12
82474,3
82475,5
82476,4
82477,4
82478,4
82479,6
82480,8
82481,8
82482,5
82483,7
82484,2
82485,9
82486,1
82487,12
82488,13
82489,2
82490,18
82491,10
82492,6
82493,12
82494,12
82495,8
82496,1
82497,11
82498,1
82499,2
82500,6
82501,1
82502,9
82503,11
82504,8
82505,11
82506,14
82507,10
82508,2
82509,4
82510,4
82511,10
82512,1
82513,1
82514,5
82515,9
82516,3
82517,11
82518,10
82519,4
82520,9
82521,8
82522,6
82523,6
82524,1
82525,8
82526,17
82527,9
82528,4
82529,11
82530,2
82531,6
82532,9
82533,2
82534,14
82535,1
82536,10
82537,15
82538,2
82539,10
82540,16
82541,8
82542,2
82543,5
82544,1
82545,13
82546,2
82547,1
82548,3
82549,5
82550,2
82551,3
82552,5
82553,5
82554,14
82555,3
82556,14
82557,1
82558,7
82559,2
82560,10
82561,2
82562,5
82563,1
82564,3
82565,8
82566,4
82567,5
82568,18
82569,11
82570,1
82571,6
82572,17
82573,2
82574,9
82575,1
82576,9
82577,5
82578,8
82579,22
82580,1
82581,6
82582,1
82583,7
82584,1
82585,7
82586,12
82587,6
82588,4
82589,1
82590,5
82591,2
82592,3
82593,6
82594,7
82595,4
82596,10
82597,1
82598,4
82599,4
82600,10
82601,9
82602,1
82603,10
82604,7
82605,16
82606,1
82607,11
82608,15
82609,15
82610,1
82611,2
82612,29
82613,5
82614,9
82615,4
82616,16
82617,1
82618,4
82619,3
82620,7
82621,7
82622,11
82623,1
82624,12
82625,4
82626,9
82627,1
82628,10
82629,2
82630,7
82631,14
82632,6
82633,1
82634,2
82635,14
82636,1
82637,11
82638,2
82639,3
82640,10
82641,2
82642,7
82643,5
82644,4
82645,2
82646,7
82647,2
82648,11
82649,2
82650,12
82651,1
82652,7
82653,7
82654,1
82655,6
82656,10
82657,9
82658,10
82659,11
82660,11
82661,7
82662,11
82663,1
82664,2
82665,5
82666,2
82667,8
82668,3
82669,9
82670,18
82671,1
82672,4
82673,9
82674,3
82675,10
82676,1
82677,1
82678,10
82679,1
82680,5
82681,1
82682,14
82683,4
82684,10
82685,4
82686,4
82687,6
82688,7
82689,7
82690,8
82691,4
82692,8
82693,2
82694,9
82695,1
82696,11
82697,4
82698,2
82699,5
82700,1
82701,13
82702,1
82703,3
82704,13
82705,11
82706,1
82707,12
82708,10
82709,10
82710,13
82711,3
82712,12
82713,1
82714,6
82715,4
82716,2
82717,12
82718,1
82719,11
82720,21
82721,8
82722,8
82723,3
82724,10
82725,1
82726,12
82727,8
82728,4
82729,7
82730,2
82731,18
82732,16
82733,10
82734,17
82735,14
82736,1
82737,18
82738,19
82739,7
82740,2
82741,14
82742,9
82743,5
82744,17
82745,9
82746,11
82747,12
82748,10
82749,5
82750,18
82751,8
82752,12
82753,7
82754,2
82755,4
82756,12
82757,3
82758,16
82759,1
82760,12
82761,2
82762,10
82763,4
82764,7
82765,2
82766,14
82767,6
82768,1
82769,10
82770,17
82771,1
82772,11
82773,1
82774,4
82775,18
82776,2
82777,9
82778,2
82779,13
82780,1
82781,7
82782,14
82783,17
82784,12
82785,10
82786,9
82787,5
82788,5
82789,1
82790,12
82791,2
82792,9
82793,2
82794,7
82795,6
82796,1
82797,4
82798,16
82799,2
82800,1
82801,11
82802,3
82803,16
82804,5
82805,12
82806,3
82807,14
82808,21
82809,4
82810,5
82811,15
82812,1
82813,11
82814,11
82815,1
82816,9
82817,1
82818,10
82819,1
82820,10
82821,2
82822,8
82823,10
82824,3
82825,9
82826,16
82827,5
82828,12
82829,13
82830,13
82831,1
82832,7
82833,2
82834,3
82835,5
82836,5
82837,8
82838,3
82839,1
82840,9
82841,14
82842,1
82843,5
82844,18
82845,2
82846,29
82847,1
82848,12
82849,6
82850,12
82851,1
82852,11
82853,3
82854,7
82855,7
82856,12
82857,2
82858,9
82859,8
82860,1
82861,7
82862,13
82863,2
82864,2
82865,9
82866,13
82867,3
82868,5
82869,5
82870,5
82871,12
82872,6
82873,2
82874,1
82875,7
82876,5
82877,5
82878,11
82879,3
82880,11
82881,2
82882,11
82883,6
82884,23
82885,5
82886,1
82887,12
82888,10
82889,2
82890,10
82891,2
82892,9
82893,2
82894,5
82895,3
82896,15
82897,1
82898,2
82899,8
82900,1
82901,5
82902,9
82903,7
82904,9
82905,5
82906,6
82907,1
82908,4
82909,5
82910,13
82911,3
82912,1
82913,7
82914,5
82915,6
82916,19
82917,10
82918,2
82919,13
82920,9
82921,12
82922,10
82923,10
82924,4
82925,3
82926,6
82927,1
82928,6
82929,1
82930,8
82931,6
82932,18
82933,5
82934,12
82935,2
82936,8
82937,1
82938,10
82939,5
82940,4
82941,12
82942,5
82943,16
82944,3
82945,1
82946,7
82947,1
82948,13
82949,9
82950,9
82951,1
82952,7
82953,5
82954,10
82955,2
82956,10
82957,5
82958,11
82959,2
82960,4
82961,7
82962,18
82963,7
82964,1
82965,7
82966,7
82967,9
82968,6
82969,11
82970,1
82971,7
82972,23
82973,1
82974,2
82975,8
82976,5
82977,8
82978,4
82979,10
82980,7
82981,6
82982,2
82983,12
82984,5
82985,8
82986,2
82987,8
82988,3
82989,8
82990,9
82991,2
82992,9
82993,11
82994,6
82995,8
82996,3
82997,13
82998,2
82999,7
83000,7
83001,1
83002,12
83003,7
83004,3
83005,14
83006,12
83007,6
83008,1
83009,15
83010,9
83011,7
83012,4
83013,11
83014,2
83015,7
83016,9
83017,5
83018,11
83019,9
83020,11
83021,2
83022,5
83023,6
83024,9
83025,1
83026,2
83027,6
83028,1
83029,10
83030,8
83031,3
83032,4
83033,11
83034,14
83035,11
83036,5
83037,6
83038,2
83039,2
83040,8
83041,3
83042,11
83043,20
83044,5
83045,1
83046,4
83047,14
83048,1
83049,6
83050,5
83051,14
83052,1
83053,1
83054,7
83055,5
83056,13
83057,1
83058,9
83059,6
83060,11
83061,7
83062,5
83063,1
83064,13
83065,6
83066,5
83067,2
83068,17
83069,4
83070,7
83071,11
83072,12
83073,2
83074,1
83075,12
83076,11
83077,2
83078,7
83079,6
83080,14
83081,1
83082,6
83083,2
83084,7
83085,5
83086,11
83087,4
83088,8
83089,4
83090,6
83091,13
83092,12
83093,4
83094,2
83095,14
83096,1
83097,1
83098,6
83099,9
83100,12
83101,2
83102,6
83103,5
83104,9
83105,5
83106,10
83107,4
83108,9
83109,4
83110,8
83111,2
83112,15
83113,7
83114,11
83115,6
83116,4
83117,8
83118,10
83119,5
83120,2
83121,10
83122,1
83123,4
83124,2
83125,1
83126,9
83127,13
83128,7
83129,16
83130,5
83131,4
83132,6
83133,3
83134,17
83135,2
83136,3
83137,6
83138,4
83139,14
83140,1
83141,5
83142,1
83143,2
83144,4
83145,5
83146,8
83147,6
83148,5
83149,8
83150,8
83151,8
83152,10
83153,3
83154,9
83155,14
83156,2
83157,2
83158,7
83159,12
83160,15
83161,14
83162,11
83163,2
83164,14
83165,2
83166,8
83167,10
83168,9
83169,9
83170,3
83171,13
83172,8
83173,3
83174,7
83175,1
83176,1
83177,6
83178,1
83179,9
83180,9
83181,3
83182,5
83183,15
83184,12
83185,5
83186,4
83187,6
83188,6
83189,5
83190,3
83191,4
83192,9
83193,9
83194,14
83195,5
83196,5
83197,6
83198,1
83199,2
83200,8
83201,2
83202,5
83203,3
83204,13
83205,3
83206,7
83207,1
83208,4
83209,2
83210,4
83211,1
83212,4
83213,7
83214,4
83215,1
83216,11
83217,1
83218,13
83219,12
83220,1
83221,5
83222,2
83223,5
83224,11
83225,3
83226,4
83227,4
83228,8
83229,1
83230,7
83231,4
83232,16
83233,4
83234,1
83235,1
83236,7
83237,2
83238,3
83239,13
83240,8
83241,7
83242,8
83243,4
83244,10
83245,3
83246,7
83247,2
83248,14
83249,1
83250,5
83251,15
83252,7
83253,1
83254,9
83255,1
83256,9
83257,7
83258,1
83259,6
83260,8
83261,1
83262,4
83263,2
83264,8
83265,2
83266,4
83267,13
83268,9
83269,11
83270,1
83271,3
83272,3
83273,1
83274,1
83275,4
83276,1
83277,1
83278,5
83279,12
83280,7
83281,1
83282,2
83283,3
83284,7
83285,2
83286,11
83287,7
83288,8
83289,6
83290,1
83291,1
83292,3
83293,12
83294,2
83295,2
83296,8
83297,6
83298,7
83299,9
83300,4
83301,6
83302,2
83303,9
83304,10
83305,14
83306,2
83307,2
83308,5
83309,1
83310,4
83311,5
83312,1
83313,7
83314,4
83315,8
83316,5
83317,5
83318,1
83319,4
83320,1
83321,1
83322,8
83323,1
83324,7
83325,3
83326,4
83327,3
83328,10
83329,1
83330,1
83331,18
83332,1
83333,6
83334,8
83335,7
83336,8
83337,9
83338,16
83339,7
83340,1
83341,8
83342,12
83343,1
83344,8
83345,2
83346,7
83347,6
83348,4
83349,8
83350,6
83351,4
83352,6
83353,6
83354,7
83355,3
83356,1
83357,15
83358,8
83359,7
83360,4
83361,5
83362,2
83363,7
83364,1
83365,1
83366,7
83367,9
83368,10
83369,11
83370,1
83371,2
83372,11
83373,1
83374,1
83375,6
83376,1
83377,1
83378,6
83379,3
83380,9
83381,1
83382,4
83383,7
83384,1
83385,5
83386,2
83387,2
83388,1
83389,2
83390,9
83391,3
83392,4
83393,1
83394,2
83395,8
83396,11
83397,2
83398,5
83399,17
83400,6
83401,1
83402,1
83403,7
83404,12
83405,7
83406,8
83407,7
83408,4
83409,3
83410,7
83411,2
83412,4
83413,7
83414,1
83415,9
83416,3
83417,5
83418,2
83419,10
83420,1
83421,1
83422,8
83423,12
83424,24
83425,3
83426,3
83427,3
83428,8
83429,2
83430,6
83431,1
83432,6
83433,10
83434,2
83435,8
83436,8
83437,6
83438,19
83439,10
83440,2
83441,4
83442,1
83443,5
83444,13
83445,10
83446,4
83447,3
83448,1
83449,2
83450,8
83451,3
83452,7
83453,7
83454,12
83455,6
83456,12
83457,4
83458,3
83459,14
83460,5
83461,7
83462,8
83463,11
83464,6
83465,4
83466,5
83467,13
83468,20
83469,8
83470,2
83471,10
83472,6
83473,2
83474,5
83475,4
83476,2
83477,2
83478,9
83479,1
83480,5
83481,4
83482,8
83483,18
83484,12
83485,4
83486,12
83487,7
83488,11
83489,4
83490,7
83491,3
83492,7
83493,3
83494,10
83495,11
83496,2
83497,4
83498,1
83499,2
83500,12
83501,5
83502,5
83503,3
83504,3
83505,1
83506,5
83507,6
83508,4
83509,18
83510,5
83511,1
83512,12
83513,3
83514,3
83515,1
83516,5
83517,1
83518,16
83519,6
83520,5
83521,3
83522,5
83523,1
83524,1
83525,2
83526,1
83527,3
83528,4
83529,5
83530,3
83531,12
83532,4
83533,1
83534,1
83535,1
83536,8
83537,1
83538,3
83539,7
83540,4
83541,2
83542,6
83543,3
83544,6
83545,5
83546,9
83547,4
83548,1
83549,2
83550,4
83551,7
83552,13
83553,8
83554,2
83555,5
83556,3
83557,4
83558,3
83559,5
83560,6
83561,1
83562,2
83563,5
83564,3
83565,4
83566,4
83567,3
83568,3
83569,5
83570,1
83571,2
83572,7
83573,2
83574,5
83575,4
83576,3
83577,3
83578,2
83579,3
83580,12
83581,7
83582,2
83583,8
83584,10
83585,1
83586,1
83587,3
83588,5
83589,1
83590,8
83591,2
83592,11
83593,2
83594,5
83595,6
83596,7
83597,1
83598,5
83599,4
83600,4
83601,2
83602,16
83603,2
83604,5
83605,12
83606,5
83607,1
83608,13
83609,5
83610,1
83611,2
83612,2
83613,4
83614,3
83615,8
83616,6
83617,10
83618,1
83619,4
83620,4
83621,3
83622,3
83623,7
83624,8
83625,5
83626,2
83627,19
83628,6
83629,4
83630,7
83631,6
83632,1
83633,3
83634,2
83635,4
83636,3
83637,2
83638,1
83639,15
83640,5
83641,3
83642,2
83643,12
83644,4
83645,8
83646,14
83647,2
83648,5
83649,2
83650,1
83651,9
83652,6
83653,12
83654,3
83655,5
83656,1
83657,2
83658,3
83659,9
83660,10
83661,1
83662,8
83663,2
83664,3
83665,16
83666,4
83667,5
83668,5
83669,2
83670,4
83671,9
83672,3
83673,2
83674,6
83675,8
83676,2
83677,2
83678,1
83679,4
83680,8
83681,10
83682,1
83683,5
83684,13
83685,1
83686,4
83687,15
83688,6
83689,7
83690,14
83691,4
83692,2
83693,6
83694,3
83695,1
83696,3
83697,3
83698,4
83699,1
83700,1
83701,5
83702,1
83703,8
83704,5
83705,8
83706,1
83707,2
83708,1
83709,3
83710,3
83711,1
83712,5
83713,13
83714,3
83715,9
83716,6
83717,4
83718,5
83719,11
83720,7
83721,6
83722,6
83723,2
83724,3
83725,12
83726,3
83727,4
83728,2
83729,21
83730,9
83731,5
83732,40
83733,8
83734,9
83735,18
