,station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
18690,14,2014-08-01,86.0,65.0,76.0,64.0,68.0,0.0,11.0,539.0,1935.0,BR,0.0,0.0,28.69,30.04,2.0,12.0,4.3
18691,15,2014-08-01,82.0,58.0,70.0,63.0,65.0,0.0,5.0,436.0,1909.0,FG+ BR,0.0,0.0,29.82,30.2,2.2,13.0,2.5
18694,18,2014-08-01,82.0,69.0,76.0,66.0,69.0,0.0,11.0,541.0,1927.0,RA BR,0.0,0.01,29.51,30.02,7.0,3.0,7.4
18695,19,2014-08-01,83.0,59.0,71.0,57.0,62.0,0.0,6.0,442.0,1914.0,TS TSRA RA,0.0,0.83,29.34,30.06,2.7,25.0,7.1
18698,2,2014-08-02,69.0,60.0,65.0,60.0,62.0,0.0,0.0,441.0,1907.0,RA BR,0.0,0.02,29.11,30.19,2.4,13.0,5.0
18699,3,2014-08-02,89.0,65.0,77.0,66.0,70.0,0.0,12.0,531.0,1929.0,BR,0.0,0.0,29.35,30.06,1.2,7.0,2.2
18700,4,2014-08-02,90.0,68.0,79.0,66.0,70.0,0.0,14.0,550.0,1925.0,moderate,0.0,0.0,29.34,30.01,1.1,2.0,3.3
18702,6,2014-08-02,90.0,64.0,77.0,65.0,69.0,0.0,12.0,550.0,1924.0,BR,0.0,0.0,29.5,30.0,7.1,2.0,8.1
18707,11,2014-08-02,91.0,73.0,82.0,75.0,77.0,0.0,17.0,545.0,1921.0,TS TSRA BR,0.0,0.59,29.94,29.98,1.3,5.0,3.4
18710,14,2014-08-02,89.0,65.0,77.0,63.0,68.0,0.0,12.0,540.0,1934.0,moderate,0.0,0.0,28.72,30.07,4.1,15.0,5.4
18714,18,2014-08-02,90.0,68.0,79.0,66.0,70.0,0.0,14.0,542.0,1926.0,BR,0.0,0.0,29.54,30.04,5.4,4.0,6.2
18715,19,2014-08-02,79.0,56.0,68.0,56.0,61.0,0.0,3.0,443.0,1913.0,moderate,0.0,0.0,29.38,30.12,3.0,13.0,4.9
18719,3,2014-08-03,91.0,68.0,80.0,66.0,71.0,0.0,15.0,532.0,1928.0,BR HZ,0.0,0.0,29.35,30.06,1.3,13.0,2.6
18720,4,2014-08-03,94.0,71.0,83.0,66.0,71.0,0.0,18.0,551.0,1924.0,moderate,0.0,0.0,29.32,29.99,2.4,1.0,4.4
18722,6,2014-08-03,94.0,67.0,81.0,67.0,71.0,0.0,16.0,550.0,1924.0,moderate,0.0,0.0,29.47,29.98,7.0,2.0,7.4
18727,11,2014-08-03,89.0,73.0,81.0,74.0,76.0,0.0,16.0,546.0,1920.0,moderate,0.0,0.7,29.93,29.96,8.8,4.0,10.2
18730,14,2014-08-03,90.0,66.0,78.0,63.0,68.0,0.0,13.0,540.0,1933.0,moderate,0.0,0.0,28.72,30.07,1.8,12.0,3.0
18734,18,2014-08-03,93.0,71.0,82.0,67.0,72.0,0.0,17.0,542.0,1925.0,HZ,0.0,0.0,29.52,30.03,6.7,6.0,7.4
18738,2,2014-08-04,80.0,63.0,72.0,63.0,66.0,0.0,7.0,443.0,1905.0,moderate,0.0,0.0,28.97,30.05,6.7,26.0,7.3
18739,3,2014-08-04,92.0,70.0,81.0,66.0,71.0,0.0,16.0,533.0,1927.0,HZ,0.0,0.0,29.33,30.03,4.9,17.0,5.7
18740,4,2014-08-04,94.0,72.0,83.0,69.0,73.0,0.0,18.0,551.0,1923.0,moderate,0.0,0.0,29.31,29.97,1.4,6.0,3.2
18747,11,2014-08-04,85.0,75.0,80.0,76.0,77.0,0.0,15.0,547.0,1919.0,RA,0.0,0.01,29.89,29.93,7.4,1.0,8.0
18750,14,2014-08-04,92.0,66.0,79.0,64.0,69.0,0.0,14.0,541.0,1932.0,moderate,0.0,0.0,28.69,30.05,4.9,17.0,5.6
18751,15,2014-08-04,85.0,58.0,72.0,62.0,65.0,0.0,7.0,439.0,1905.0,TS FG+ FG BR,0.0,0.0,29.65,30.02,1.5,26.0,2.4
18754,18,2014-08-04,94.0,74.0,84.0,67.0,72.0,0.0,19.0,543.0,1924.0,moderate,0.0,0.0,29.51,30.02,7.0,8.0,7.4
18755,19,2014-08-04,72.0,64.0,68.0,62.0,64.0,0.0,3.0,445.0,1910.0,RA,0.0,0.05,29.33,30.08,2.9,3.0,4.1
18758,2,2014-08-05,83.0,65.0,74.0,61.0,65.0,0.0,9.0,444.0,1903.0,RA,0.0,0.0,28.94,29.99,6.0,27.0,6.8
18759,3,2014-08-05,92.0,70.0,81.0,65.0,70.0,0.0,16.0,533.0,1926.0,moderate,0.0,0.0,29.31,30.01,5.7,18.0,6.7
18760,4,2014-08-05,97.0,73.0,85.0,68.0,73.0,0.0,20.0,552.0,1923.0,moderate,0.0,0.0,29.32,29.99,2.0,12.0,3.2
18762,6,2014-08-05,98.0,68.0,83.0,68.0,73.0,0.0,18.0,552.0,1922.0,moderate,0.0,0.0,29.47,29.98,3.2,12.0,4.0
18767,11,2014-08-05,92.0,74.0,83.0,74.0,76.0,0.0,18.0,547.0,1919.0,moderate,0.0,0.0,29.95,30.0,2.6,34.0,6.7
18770,14,2014-08-05,93.0,66.0,80.0,63.0,69.0,0.0,15.0,542.0,1931.0,moderate,0.0,0.0,28.67,30.02,6.1,17.0,7.4
18775,19,2014-08-05,74.0,61.0,68.0,60.0,63.0,0.0,3.0,446.0,1909.0,moderate,0.0,0.0,29.32,30.06,5.5,3.0,6.0
18779,3,2014-08-06,94.0,75.0,85.0,71.0,75.0,0.0,20.0,534.0,1925.0,moderate,0.0,0.0,29.19,29.91,12.6,18.0,12.8
18780,4,2014-08-06,99.0,76.0,88.0,68.0,74.0,0.0,23.0,552.0,1922.0,moderate,0.0,0.0,29.28,29.95,2.9,16.0,4.6
18782,6,2014-08-06,98.0,70.0,84.0,67.0,73.0,0.0,19.0,552.0,1921.0,moderate,0.0,0.0,29.44,29.94,5.3,17.0,6.2
18787,11,2014-08-06,94.0,74.0,84.0,72.0,75.0,0.0,19.0,548.0,1918.0,moderate,0.0,0.0,29.97,30.01,4.8,23.0,6.7
18791,15,2014-08-06,82.0,57.0,70.0,58.0,63.0,0.0,5.0,441.0,1903.0,RA BR,0.0,0.02,29.47,29.84,6.5,32.0,6.9
18794,18,2014-08-06,100.0,79.0,90.0,68.0,74.0,0.0,25.0,544.0,1923.0,moderate,0.0,0.0,29.43,29.94,10.8,17.0,11.5
18795,19,2014-08-06,75.0,58.0,67.0,52.0,59.0,0.0,2.0,448.0,1908.0,moderate,0.0,0.0,29.34,30.07,2.2,4.0,4.3
18798,2,2014-08-07,74.0,57.0,66.0,52.0,57.0,0.0,1.0,446.0,1860.0,RA VCTS,0.0,0.16,28.83,29.92,10.4,30.0,10.7
18799,3,2014-08-07,93.0,72.0,83.0,73.0,76.0,0.0,18.0,535.0,1924.0,TSRA RA BR,0.0,0.77,29.15,29.85,6.7,17.0,8.9
18800,4,2014-08-07,102.0,77.0,90.0,70.0,76.0,0.0,25.0,553.0,1921.0,BR,0.0,0.0,29.21,29.88,3.1,17.0,6.3
18802,6,2014-08-07,103.0,76.0,90.0,70.0,76.0,0.0,25.0,553.0,1920.0,BR,0.0,0.0,29.36,29.87,9.9,18.0,10.7
18807,11,2014-08-07,95.0,74.0,85.0,73.0,76.0,0.0,20.0,548.0,1917.0,moderate,0.0,0.0,29.93,29.97,4.0,21.0,5.5
18810,14,2014-08-07,98.0,76.0,87.0,69.0,74.0,0.0,22.0,543.0,1929.0,moderate,0.0,0.0,28.5,29.83,8.0,15.0,9.4
18811,15,2014-08-07,75.0,51.0,63.0,55.0,58.0,2.0,0.0,442.0,1902.0,RA,0.0,0.01,29.52,29.9,3.8,31.0,4.3
18814,18,2014-08-07,99.0,76.0,88.0,69.0,76.0,0.0,23.0,545.0,1922.0,moderate,0.0,0.0,29.34,29.85,10.4,18.0,10.9
18815,19,2014-08-07,75.0,59.0,67.0,59.0,63.0,0.0,2.0,449.0,1907.0,moderate,0.0,0.0,29.36,30.09,5.1,5.0,5.3
18818,2,2014-08-08,77.0,55.0,66.0,53.0,59.0,0.0,1.0,447.0,1858.0,moderate,0.0,0.0,28.94,30.03,10.0,32.0,10.4
18819,3,2014-08-08,90.0,74.0,82.0,74.0,76.0,0.0,17.0,536.0,1923.0,TS RA,0.0,0.02,29.18,29.88,0.6,7.0,5.0
18820,4,2014-08-08,102.0,76.0,89.0,69.0,75.0,0.0,24.0,554.0,1920.0,moderate,0.0,0.0,29.23,29.89,3.4,17.0,6.0
18822,6,2014-08-08,101.0,74.0,88.0,70.0,75.0,0.0,23.0,553.0,1920.0,moderate,0.0,0.0,29.39,29.89,8.6,18.0,9.8
18831,15,2014-08-08,81.0,49.0,65.0,54.0,59.0,0.0,0.0,443.0,1859.0,moderate,0.0,0.0,29.62,30.0,4.1,32.0,5.2
18835,19,2014-08-08,77.0,62.0,70.0,60.0,64.0,0.0,5.0,450.0,1905.0,moderate,0.0,0.0,29.36,30.1,5.8,7.0,6.9
18838,2,2014-08-09,81.0,60.0,71.0,54.0,61.0,0.0,6.0,448.0,1857.0,moderate,0.0,0.0,29.0,30.09,7.4,32.0,7.9
18840,4,2014-08-09,100.0,77.0,89.0,69.0,75.0,0.0,24.0,554.0,1919.0,moderate,0.0,0.0,29.28,29.93,2.7,17.0,5.2
18842,6,2014-08-09,100.0,73.0,87.0,69.0,75.0,0.0,22.0,554.0,1919.0,BR,0.0,0.0,29.43,29.93,7.7,18.0,8.3
18847,11,2014-08-09,95.0,73.0,84.0,73.0,76.0,0.0,19.0,550.0,1915.0,TS,0.0,0.0,29.98,30.01,3.4,23.0,5.5
18850,14,2014-08-09,96.0,73.0,85.0,71.0,74.0,0.0,20.0,545.0,1927.0,BR,0.0,0.0,28.59,29.92,5.2,12.0,7.1
18851,15,2014-08-09,85.0,53.0,69.0,55.0,61.0,0.0,4.0,445.0,1858.0,moderate,0.0,0.0,29.68,30.06,3.1,32.0,3.7
18854,18,2014-08-09,102.0,81.0,92.0,68.0,75.0,0.0,27.0,546.0,1920.0,moderate,0.0,0.0,29.42,29.91,6.7,18.0,9.7
18855,19,2014-08-09,75.0,65.0,70.0,60.0,63.0,0.0,5.0,451.0,1904.0,moderate,0.0,0.0,29.36,30.11,6.1,7.0,7.2
18858,2,2014-08-10,81.0,63.0,72.0,53.0,61.0,0.0,7.0,449.0,1856.0,moderate,0.0,0.0,29.05,30.13,2.3,32.0,4.8
18859,3,2014-08-10,92.0,71.0,82.0,71.0,74.0,0.0,17.0,537.0,1921.0,moderate,0.0,0.0,29.26,29.95,1.2,33.0,4.8
18860,4,2014-08-10,101.0,77.0,89.0,69.0,75.0,0.0,24.0,555.0,1918.0,moderate,0.0,0.0,29.29,29.95,1.6,17.0,4.2
18862,6,2014-08-10,102.0,73.0,88.0,70.0,76.0,0.0,23.0,555.0,1918.0,moderate,0.0,0.0,29.46,29.95,5.5,18.0,6.9
18874,18,2014-08-10,101.0,80.0,91.0,68.0,75.0,0.0,26.0,547.0,1919.0,TS,0.0,0.03,29.45,29.95,4.0,22.0,6.8
18875,19,2014-08-10,75.0,63.0,69.0,61.0,64.0,0.0,4.0,452.0,1903.0,TSRA,0.0,0.77,29.29,30.04,5.9,5.0,6.9
18878,2,2014-08-11,83.0,61.0,72.0,57.0,63.0,0.0,7.0,450.0,1854.0,moderate,0.0,0.0,29.07,30.14,7.3,24.0,7.7
18879,3,2014-08-11,91.0,69.0,80.0,68.0,71.0,0.0,15.0,538.0,1920.0,moderate,0.0,0.0,29.31,30.01,7.1,34.0,7.3
18880,4,2014-08-11,102.0,76.0,89.0,72.0,75.0,0.0,24.0,555.0,1917.0,TSRA RA VCTS,0.0,0.05,29.33,29.99,0.8,30.0,3.3
18887,11,2014-08-11,92.0,72.0,82.0,75.0,76.0,0.0,17.0,551.0,1913.0,TSRA RA BR,0.0,0.7,29.93,29.97,3.4,25.0,5.6
18890,14,2014-08-11,94.0,73.0,84.0,63.0,70.0,0.0,19.0,546.0,1925.0,moderate,0.0,0.0,28.71,30.04,7.8,1.0,8.6
18891,15,2014-08-11,86.0,59.0,73.0,60.0,64.0,0.0,8.0,447.0,1855.0,FG+,0.0,0.0,29.75,30.12,1.6,17.0,3.3
18894,18,2014-08-11,98.0,81.0,90.0,66.0,73.0,0.0,25.0,548.0,1918.0,moderate,0.0,0.0,29.49,29.99,6.3,2.0,7.3
18895,19,2014-08-11,78.0,64.0,71.0,64.0,66.0,0.0,6.0,453.0,1901.0,RA BR,0.0,0.29,29.1,29.86,1.8,7.0,4.5
18898,2,2014-08-12,77.0,61.0,69.0,59.0,63.0,0.0,4.0,451.0,1853.0,moderate,0.0,0.0,29.03,30.09,8.4,16.0,11.2
18899,3,2014-08-12,85.0,61.0,73.0,59.0,65.0,0.0,8.0,539.0,1919.0,moderate,0.0,0.0,29.34,30.06,5.7,35.0,6.2
18900,4,2014-08-12,100.0,73.0,87.0,66.0,73.0,0.0,22.0,556.0,1917.0,moderate,0.0,0.0,29.32,29.99,1.5,1.0,3.5
18902,6,2014-08-12,100.0,72.0,86.0,67.0,73.0,0.0,21.0,556.0,1916.0,moderate,0.0,0.0,29.47,29.98,4.9,2.0,6.6
18907,11,2014-08-12,89.0,75.0,82.0,75.0,77.0,0.0,17.0,551.0,1913.0,RA,0.0,0.01,29.89,29.93,8.6,23.0,8.8
18910,14,2014-08-12,89.0,68.0,79.0,56.0,64.0,0.0,14.0,547.0,1924.0,moderate,0.0,0.0,28.72,30.07,5.7,2.0,6.9
18911,15,2014-08-12,81.0,57.0,69.0,60.0,64.0,0.0,4.0,448.0,1853.0,moderate,0.0,0.0,29.72,30.08,4.1,14.0,4.8
18914,18,2014-08-12,95.0,75.0,85.0,60.0,69.0,0.0,20.0,548.0,1917.0,moderate,0.0,0.0,29.52,30.02,7.6,1.0,8.5
18915,19,2014-08-12,69.0,59.0,64.0,55.0,59.0,1.0,0.0,454.0,1860.0,RA DZ BR,0.0,0.16,29.14,29.87,10.2,32.0,10.7
18918,2,2014-08-13,67.0,61.0,64.0,64.0,64.0,1.0,0.0,452.0,1852.0,RA FG+ BR,0.0,1.76,28.74,29.78,4.5,13.0,12.0
18919,3,2014-08-13,88.0,60.0,74.0,59.0,65.0,0.0,9.0,540.0,1917.0,moderate,0.0,0.0,29.34,30.06,1.2,3.0,3.2
18920,4,2014-08-13,97.0,69.0,83.0,58.0,68.0,0.0,18.0,557.0,1916.0,moderate,0.0,0.0,29.34,30.0,2.4,5.0,4.1
18922,6,2014-08-13,98.0,64.0,81.0,59.0,67.0,0.0,16.0,556.0,1915.0,moderate,0.0,0.0,29.49,30.0,7.0,2.0,7.9
18927,11,2014-08-13,86.0,74.0,80.0,76.0,77.0,0.0,15.0,552.0,1912.0,moderate,0.0,0.08,29.92,29.96,6.6,22.0,6.9
18930,14,2014-08-13,92.0,65.0,79.0,59.0,66.0,0.0,14.0,548.0,1923.0,moderate,0.0,0.0,28.69,30.05,5.6,14.0,6.5
18931,15,2014-08-13,66.0,60.0,63.0,62.0,63.0,2.0,0.0,449.0,1852.0,RA BR,0.0,2.12,29.47,29.81,3.3,8.0,8.9
18934,18,2014-08-13,95.0,70.0,83.0,59.0,68.0,0.0,18.0,549.0,1916.0,moderate,0.0,0.0,29.52,30.03,5.7,8.0,6.5
18935,19,2014-08-13,76.0,58.0,67.0,54.0,59.0,0.0,2.0,455.0,1858.0,moderate,0.0,0.0,29.28,29.99,3.0,1.0,6.8
18938,2,2014-08-14,70.0,55.0,63.0,51.0,56.0,2.0,0.0,453.0,1850.0,RA,0.0,0.0,28.71,29.81,10.0,28.0,10.4
18939,3,2014-08-14,91.0,64.0,78.0,64.0,69.0,0.0,13.0,541.0,1916.0,moderate,0.0,0.0,29.28,29.99,5.0,15.0,5.7
18940,4,2014-08-14,98.0,70.0,84.0,61.0,70.0,0.0,19.0,557.0,1915.0,moderate,0.0,0.0,29.28,29.96,1.6,10.0,3.5
18942,6,2014-08-14,99.0,66.0,83.0,63.0,70.0,0.0,18.0,557.0,1914.0,moderate,0.0,0.0,29.44,29.96,3.0,7.0,4.2
18947,11,2014-08-14,91.0,73.0,82.0,74.0,75.0,0.0,17.0,553.0,1911.0,TSRA BR,0.0,0.04,29.93,29.97,1.6,21.0,5.3
18950,14,2014-08-14,95.0,65.0,80.0,61.0,68.0,0.0,15.0,549.0,1922.0,moderate,0.0,0.0,28.62,29.97,9.8,16.0,10.1
18951,15,2014-08-14,74.0,49.0,62.0,51.0,56.0,3.0,0.0,450.0,1850.0,moderate,0.0,0.0,29.38,29.77,6.1,27.0,7.0
18954,18,2014-08-14,95.0,74.0,85.0,61.0,69.0,0.0,20.0,550.0,1915.0,moderate,0.0,0.0,29.48,30.0,6.8,14.0,8.4
18955,19,2014-08-14,68.0,56.0,62.0,47.0,54.0,3.0,0.0,456.0,1857.0,moderate,0.0,0.0,29.34,30.08,5.1,7.0,7.6
18958,2,2014-08-15,65.0,54.0,60.0,51.0,54.0,5.0,0.0,454.0,1849.0,moderate,0.0,0.02,28.82,29.91,6.7,28.0,7.5
18959,3,2014-08-15,92.0,74.0,83.0,66.0,72.0,0.0,18.0,541.0,1915.0,moderate,0.0,0.0,29.18,29.9,13.5,17.0,13.7
18960,4,2014-08-15,101.0,75.0,88.0,67.0,74.0,0.0,23.0,558.0,1914.0,moderate,0.0,0.0,29.24,29.91,2.6,16.0,4.5
18962,6,2014-08-15,100.0,71.0,86.0,67.0,73.0,0.0,21.0,558.0,1913.0,moderate,0.0,0.0,29.41,29.91,6.3,18.0,6.9
18967,11,2014-08-15,89.0,73.0,81.0,74.0,76.0,0.0,16.0,553.0,1910.0,moderate,0.0,0.0,29.94,29.98,2.7,19.0,3.7
18970,14,2014-08-15,98.0,68.0,83.0,63.0,70.0,0.0,18.0,550.0,1921.0,moderate,0.0,0.0,28.53,29.88,11.8,17.0,12.3
18974,18,2014-08-15,100.0,75.0,88.0,64.0,72.0,0.0,23.0,550.0,1914.0,moderate,0.0,0.0,29.4,29.92,11.5,15.0,12.6
18975,19,2014-08-15,79.0,56.0,68.0,52.0,59.0,0.0,3.0,457.0,1855.0,moderate,0.0,0.0,29.24,30.01,7.4,24.0,8.0
18978,2,2014-08-16,72.0,54.0,63.0,51.0,56.0,2.0,0.0,456.0,1847.0,moderate,0.0,0.0,28.87,29.96,9.2,24.0,9.5
18979,3,2014-08-16,93.0,76.0,85.0,69.0,73.0,0.0,20.0,542.0,1914.0,moderate,0.0,0.0,29.13,29.83,9.0,18.0,9.4
18980,4,2014-08-16,104.0,77.0,91.0,69.0,76.0,0.0,26.0,558.0,1913.0,moderate,0.0,0.0,29.23,29.89,4.2,17.0,6.8
18982,6,2014-08-16,102.0,76.0,89.0,70.0,76.0,0.0,24.0,558.0,1912.0,moderate,0.0,0.0,29.39,29.89,10.2,18.0,10.7
18987,11,2014-08-16,93.0,73.0,83.0,73.0,76.0,0.0,18.0,554.0,1909.0,moderate,0.0,0.0,29.97,30.02,5.3,23.0,6.6
18991,15,2014-08-16,75.0,50.0,63.0,52.0,57.0,2.0,0.0,452.0,1847.0,RA,0.0,0.01,29.55,29.92,3.0,23.0,4.1
18994,18,2014-08-16,103.0,77.0,90.0,70.0,75.0,0.0,25.0,551.0,1913.0,RA,0.0,0.41,29.38,29.88,6.9,16.0,10.7
18998,2,2014-08-17,74.0,57.0,66.0,56.0,60.0,0.0,1.0,457.0,1846.0,RA,0.0,0.01,28.77,29.84,9.4,28.0,10.5
18999,3,2014-08-17,98.0,72.0,85.0,70.0,75.0,0.0,20.0,543.0,1913.0,moderate,0.0,0.0,29.16,29.86,1.0,23.0,5.1
19000,4,2014-08-17,101.0,79.0,90.0,70.0,75.0,0.0,25.0,559.0,1912.0,moderate,0.0,0.0,29.24,29.91,1.8,15.0,5.7
19002,6,2014-08-17,101.0,77.0,89.0,69.0,75.0,0.0,24.0,559.0,1911.0,moderate,0.0,0.0,29.4,29.9,8.6,19.0,9.8
19007,11,2014-08-17,93.0,73.0,83.0,74.0,76.0,0.0,18.0,554.0,1908.0,TSRA BR,0.0,0.25,30.01,30.04,4.6,24.0,5.8
19010,14,2014-08-17,97.0,69.0,83.0,67.0,72.0,0.0,18.0,551.0,1918.0,moderate,0.0,0.0,28.54,29.88,6.0,18.0,6.8
19014,18,2014-08-17,86.0,71.0,79.0,72.0,74.0,0.0,14.0,552.0,1912.0,TSRA RA BR,0.0,2.81,29.41,29.92,5.4,17.0,7.8
19015,19,2014-08-17,67.0,61.0,64.0,58.0,60.0,1.0,0.0,459.0,1853.0,RA BR,0.0,0.03,29.23,29.99,10.2,3.0,11.0
19018,2,2014-08-18,73.0,55.0,64.0,49.0,56.0,1.0,0.0,458.0,1844.0,moderate,0.0,0.0,28.77,29.86,9.7,31.0,10.2
19019,3,2014-08-18,89.0,72.0,81.0,71.0,74.0,0.0,16.0,544.0,1911.0,moderate,0.0,0.18,29.1,29.82,5.9,15.0,8.4
19020,4,2014-08-18,102.0,78.0,90.0,70.0,76.0,0.0,25.0,560.0,1911.0,moderate,0.0,0.0,29.21,29.88,4.0,17.0,6.5
19027,11,2014-08-18,93.0,74.0,84.0,74.0,76.0,0.0,19.0,555.0,1907.0,TS RA,0.0,0.02,29.95,29.99,6.4,25.0,7.0
19030,14,2014-08-18,101.0,69.0,85.0,64.0,70.0,0.0,20.0,552.0,1917.0,TS TSRA,0.0,0.65,28.5,29.84,6.0,18.0,12.7
19031,15,2014-08-18,74.0,49.0,62.0,50.0,55.0,3.0,0.0,454.0,1844.0,moderate,0.0,0.0,29.46,29.84,5.9,32.0,6.5
19035,19,2014-08-18,79.0,60.0,70.0,63.0,65.0,0.0,5.0,500.0,1851.0,moderate,0.0,0.0,29.08,29.85,3.0,14.0,6.0
19038,2,2014-08-19,74.0,54.0,64.0,49.0,56.0,1.0,0.0,459.0,1843.0,moderate,0.0,0.0,28.84,29.94,4.5,30.0,5.7
19039,3,2014-08-19,98.0,69.0,84.0,67.0,73.0,0.0,19.0,545.0,1910.0,moderate,0.0,0.0,29.12,29.81,8.3,18.0,9.2
19040,4,2014-08-19,96.0,77.0,87.0,68.0,74.0,0.0,22.0,600.0,1910.0,moderate,0.0,0.0,29.21,29.87,5.6,17.0,7.3
19050,14,2014-08-19,95.0,68.0,82.0,66.0,71.0,0.0,17.0,553.0,1916.0,moderate,0.0,0.0,28.5,29.83,7.9,19.0,10.3
19051,15,2014-08-19,78.0,44.0,61.0,51.0,55.0,4.0,0.0,455.0,1843.0,moderate,0.0,0.0,29.54,29.92,0.5,35.0,2.1
19054,18,2014-08-19,94.0,77.0,86.0,68.0,74.0,0.0,21.0,553.0,1909.0,moderate,0.0,0.0,29.36,29.87,7.7,17.0,9.4
19055,19,2014-08-19,83.0,65.0,74.0,65.0,68.0,0.0,9.0,502.0,1849.0,TSRA RA,0.0,1.01,28.97,29.71,5.0,24.0,8.1
19058,2,2014-08-20,79.0,59.0,69.0,54.0,61.0,0.0,4.0,460.0,1841.0,moderate,0.0,0.0,28.94,30.02,1.1,4.0,3.9
19059,3,2014-08-20,95.0,76.0,86.0,68.0,73.0,0.0,21.0,545.0,1909.0,moderate,0.0,0.0,29.17,29.86,14.2,17.0,14.4
19060,4,2014-08-20,102.0,78.0,90.0,70.0,76.0,0.0,25.0,601.0,1909.0,moderate,0.0,0.0,29.25,29.9,5.5,17.0,8.1
19067,11,2014-08-20,95.0,73.0,84.0,74.0,77.0,0.0,19.0,556.0,1905.0,moderate,0.0,0.0,29.98,30.02,6.2,27.0,6.6
19070,14,2014-08-20,95.0,73.0,84.0,65.0,71.0,0.0,19.0,553.0,1915.0,moderate,0.0,0.0,28.51,29.84,13.9,17.0,14.2
19071,15,2014-08-20,81.0,48.0,65.0,54.0,58.0,0.0,0.0,457.0,1841.0,moderate,0.0,0.0,29.64,30.02,1.4,16.0,2.7
19074,18,2014-08-20,98.0,79.0,89.0,69.0,75.0,0.0,24.0,554.0,1908.0,moderate,0.0,0.0,29.41,29.9,13.5,17.0,13.8
19075,19,2014-08-20,81.0,66.0,74.0,64.0,66.0,0.0,9.0,503.0,1848.0,moderate,0.0,0.0,29.15,29.86,1.3,11.0,6.9
19078,2,2014-08-21,71.0,58.0,65.0,56.0,59.0,0.0,0.0,501.0,1840.0,RA FG BR,0.0,0.09,29.0,30.09,2.5,6.0,3.4
19079,3,2014-08-21,97.0,78.0,88.0,71.0,76.0,0.0,23.0,546.0,1908.0,moderate,0.0,0.0,29.21,29.9,14.3,17.0,14.5
19080,4,2014-08-21,103.0,80.0,92.0,69.0,76.0,0.0,27.0,601.0,1908.0,moderate,0.0,0.0,29.31,29.96,7.5,17.0,8.6
19082,6,2014-08-21,102.0,78.0,90.0,70.0,76.0,0.0,25.0,601.0,1907.0,moderate,0.0,0.0,29.5,30.0,13.3,17.0,13.9
19087,11,2014-08-21,97.0,73.0,85.0,72.0,76.0,0.0,20.0,557.0,1904.0,BR,0.0,0.0,30.03,30.07,2.1,27.0,4.4
19090,14,2014-08-21,98.0,73.0,86.0,69.0,74.0,0.0,21.0,554.0,1913.0,moderate,0.0,0.0,28.56,29.89,13.9,17.0,14.3
19091,15,2014-08-21,68.0,51.0,60.0,55.0,57.0,5.0,0.0,458.0,1840.0,RA BR,0.0,1.23,29.72,30.1,0.5,28.0,3.1
19094,18,2014-08-21,99.0,78.0,89.0,69.0,75.0,0.0,24.0,555.0,1907.0,moderate,0.0,0.0,29.46,29.95,13.6,18.0,14.2
19095,19,2014-08-21,77.0,65.0,71.0,67.0,68.0,0.0,6.0,504.0,1846.0,RA BR,0.0,0.44,29.2,29.92,3.3,13.0,4.9
19099,3,2014-08-22,102.0,79.0,91.0,69.0,76.0,0.0,26.0,547.0,1906.0,moderate,0.0,0.0,29.2,29.9,12.7,18.0,13.2
19100,4,2014-08-22,103.0,79.0,91.0,68.0,75.0,0.0,26.0,602.0,1906.0,moderate,0.0,0.0,29.31,29.97,4.8,17.0,7.6
19102,6,2014-08-22,101.0,78.0,90.0,68.0,75.0,0.0,25.0,602.0,1906.0,moderate,0.0,0.0,29.47,29.97,11.7,18.0,12.1
19107,11,2014-08-22,99.0,73.0,86.0,73.0,76.0,0.0,21.0,557.0,1902.0,moderate,0.0,0.0,29.99,30.02,1.6,25.0,4.4
19110,14,2014-08-22,100.0,72.0,86.0,64.0,72.0,0.0,21.0,555.0,1912.0,moderate,0.0,0.0,28.56,29.89,12.8,18.0,13.7
19111,15,2014-08-22,69.0,56.0,63.0,58.0,60.0,2.0,0.0,459.0,1838.0,RA BR,0.0,0.22,29.74,30.12,2.8,6.0,3.8
19114,18,2014-08-22,100.0,78.0,89.0,67.0,74.0,0.0,24.0,555.0,1906.0,moderate,0.0,0.0,29.46,29.96,11.6,18.0,12.8
19118,2,2014-08-23,69.0,55.0,62.0,55.0,58.0,3.0,0.0,503.0,1837.0,moderate,0.0,0.0,29.04,30.13,4.1,3.0,5.1
19119,3,2014-08-23,101.0,78.0,90.0,66.0,73.0,0.0,25.0,548.0,1905.0,moderate,0.0,0.0,29.18,29.87,12.1,18.0,12.6
19120,4,2014-08-23,101.0,75.0,88.0,69.0,75.0,0.0,23.0,602.0,1905.0,moderate,0.0,0.0,29.26,29.93,3.3,16.0,5.6
19122,6,2014-08-23,100.0,69.0,85.0,69.0,74.0,0.0,20.0,602.0,1905.0,BR,0.0,0.0,29.42,29.93,8.3,18.0,8.7
19130,14,2014-08-23,100.0,65.0,83.0,59.0,68.0,0.0,18.0,556.0,1911.0,moderate,0.0,0.0,28.53,29.87,11.1,17.0,11.9
